datetime,consumption,hour,dayofweek,month,is_weekend,lag_1,lag_2,lag_3,lag_24,lag_48,lag_72,rolling_mean_3,rolling_mean_24,rolling_std_24
2023-01-04 00:00:00,1.8209843877578158,0,2,1,0,1.597235955479642,1.6663869496050396,1.7673959254816263,2.0439416602179272,1.9230222667996761,2.546826045385413,1.6948690976141656,1.5123428551036735,0.37035117161209385
2023-01-04 01:00:00,1.5905604766525905,1,2,1,0,1.8209843877578158,1.597235955479642,1.6663869496050396,1.6948126178745255,1.786365661295608,2.6711713068573744,1.6695936066300157,1.507999015886093,0.36872575555895
2023-01-04 02:00:00,1.659674372697549,2,2,1,0,1.5905604766525905,1.8209843877578158,1.597235955479642,2.028152773422603,2.1888616516381054,2.3865043483617736,1.6904064123693183,1.4926457491892158,0.35348192499845377
2023-01-04 03:00:00,1.934968885752417,3,2,1,0,1.659674372697549,1.5905604766525905,1.8209843877578158,2.203145211619702,1.655576372585351,2.4099596132168974,1.7284012450341855,1.4814717356114124,0.33373261264154597
2023-01-04 04:00:00,1.889598948462487,4,2,1,0,1.934968885752417,1.659674372697549,1.5905604766525905,2.144994576331371,2.171877895783077,2.1690801049211643,1.8280807356374842,1.4708302511168754,0.3152134527400691
2023-01-04 05:00:00,1.5809652769287161,5,2,1,0,1.889598948462487,1.934968885752417,1.659674372697549,1.6236851829968453,2.1935123625212474,2.342342287082821,1.8018443703812066,1.4690502550307034,0.314432410002269
2023-01-04 06:00:00,1.9977994367334226,6,2,1,0,1.5809652769287161,1.889598948462487,1.934968885752417,1.4634613937960066,1.8013310379703857,2.2791392093028104,1.822787887374875,1.4913143401530957,0.3324223312153897
2023-01-04 07:00:00,1.5192362405373874,7,2,1,0,1.9977994367334226,1.5809652769287161,1.889598948462487,1.6370861063354711,1.7713683687748913,1.6672535001961526,1.6993336513998418,1.4864039290781756,0.33104298145370636
2023-01-04 08:00:00,1.0135574736957709,8,2,1,0,1.5192362405373874,1.9977994367334226,1.5809652769287161,1.5073601343293008,2.0686240004334544,2.0938740201900132,1.51019771698886,1.4658288182184451,0.34474578166528985
2023-01-04 09:00:00,1.18907400543233,9,2,1,0,1.0135574736957709,1.5192362405373874,1.9977994367334226,1.2704240399817481,1.4230230118833544,2.0752601108025774,1.2406225732218292,1.4624392334455527,0.34714215216676764
2023-01-04 10:00:00,0.8050267949575395,10,2,1,0,1.18907400543233,1.0135574736957709,1.5192362405373874,0.9401114795644835,1.8356989553119252,1.337562468617666,1.0025527580285465,1.4568107049202634,0.35693629936228016
2023-01-04 11:00:00,1.0339401470156966,11,2,1,0,0.8050267949575395,1.18907400543233,1.0135574736957709,1.4526950702981622,1.4272268310319374,2.2426596959945067,1.009346982468522,1.439362583116827,0.3672327235610221
2023-01-04 12:00:00,0.9749221491755389,12,2,1,0,1.0339401470156966,0.8050267949575395,1.18907400543233,0.9880167826450613,1.394267654481677,1.4698428500211693,0.9379630303829248,1.4388169733889304,0.36794150204711057
2023-01-04 13:00:00,0.48938507618798244,13,2,1,0,0.9749221491755389,1.0339401470156966,0.8050267949575395,0.9026912731966237,1.1886449442276195,1.4938221822938236,0.8327491241264058,1.4215958818469037,0.4022023286271884
2023-01-04 14:00:00,1.2198537051696345,14,2,1,0,0.48938507618798244,0.9749221491755389,1.0339401470156966,1.4549003286343114,1.6760983528299136,1.8681005803662298,0.8947203101777186,1.4118022725358756,0.4042127704561716
2023-01-04 15:00:00,1.2998001996623978,15,2,1,0,1.2198537051696345,0.48938507618798244,0.9749221491755389,1.0598319825922393,1.613501747504856,1.161907369240782,1.0030129936733383,1.4218009482471323,0.39804878346089634
2023-01-04 16:00:00,1.4298485471977989,16,2,1,0,1.2998001996623978,1.2198537051696345,0.48938507618798244,1.1151747376725747,1.347508631495286,1.8733085217612029,1.316500817343277,1.4349123569773499,0.392655646028883
2023-01-04 17:00:00,1.0550175385902243,17,2,1,0,1.4298485471977989,1.2998001996623978,1.2198537051696345,1.0426681334907666,1.413333919114019,1.9447251178481317,1.2615554284834738,1.4354269155231607,0.3921270138022125
2023-01-04 18:00:00,1.1866837342982912,18,2,1,0,1.0550175385902243,1.4298485471977989,1.2998001996623978,1.5305650504041153,1.2384365981627128,1.9195019682963657,1.2238499400287715,1.4210985273520846,0.3947733154963981
2023-01-04 19:00:00,1.5437164108384611,19,2,1,0,1.1866837342982912,1.0550175385902243,1.4298485471977989,1.5069206191038396,1.8865061708274125,2.0232659606034673,1.2618058945756587,1.4226316853410272,0.39519233757536143
2023-01-04 20:00:00,1.6515976635610767,20,2,1,0,1.5437164108384611,1.1866837342982912,1.0550175385902243,1.877527809874293,1.9024929094018588,2.045045808566121,1.4606659362326095,1.4132179292446432,0.38648014226365307
2023-01-04 21:00:00,1.4654482013494825,21,2,1,0,1.6515976635610767,1.5437164108384611,1.1866837342982912,1.7673959254816263,1.5853765988900343,2.091538460316932,1.5535874252496733,1.4006367740724703,0.37929716499069926
2023-01-04 22:00:00,1.8907321926266412,22,2,1,0,1.4654482013494825,1.6515976635610767,1.5437164108384611,1.6663869496050396,2.066384502994948,2.26284006440463,1.6692593525124002,1.409984492531704,0.3887772947405159
2023-01-04 23:00:00,1.9729512047622364,23,2,1,0,1.8907321926266412,1.4654482013494825,1.6515976635610767,1.597235955479642,2.385176121438642,2.2542754116570514,1.7763771995794535,1.4256392945851453,0.4039148486285238
2023-01-05 00:00:00,2.0285329366083156,0,3,1,0,1.9729512047622364,1.8907321926266412,1.4654482013494825,1.8209843877578158,2.0439416602179272,1.9230222667996761,1.964072111332398,1.4342871507872494,0.4148217985431249
2023-01-05 01:00:00,1.9052316256697548,1,3,1,0,2.0285329366083156,1.9729512047622364,1.8907321926266412,1.5905604766525905,1.6948126178745255,1.786365661295608,1.9689052556801023,1.4473984486629645,0.42482812194275554
2023-01-05 02:00:00,1.8200455591004892,2,3,1,0,1.9052316256697548,2.0285329366083156,1.9729512047622364,1.659674372697549,2.028152773422603,2.1888616516381054,1.9179367071261864,1.4540805814297542,0.4295472157517368
2023-01-05 03:00:00,1.693471443959341,3,3,1,0,1.8200455591004892,1.9052316256697548,2.0285329366083156,1.934968885752417,2.203145211619702,1.655576372585351,1.8062495429098615,1.4440181880217091,0.42052622440293763
2023-01-05 04:00:00,1.7489706458044547,4,3,1,0,1.693471443959341,1.8200455591004892,1.9052316256697548,1.889598948462487,2.144994576331371,2.171877895783077,1.7541625496214284,1.4381586754109579,0.41499097939716756
2023-01-05 05:00:00,1.707968637748243,5,3,1,0,1.7489706458044547,1.693471443959341,1.8200455591004892,1.5809652769287161,1.6236851829968453,2.1935123625212474,1.7168035758373463,1.4434504821117713,0.4176921277098019
2023-01-05 06:00:00,1.7839391893052974,6,3,1,0,1.707968637748243,1.7489706458044547,1.693471443959341,1.9977994367334226,1.4634613937960066,1.8013310379703857,1.746959490952665,1.4345396384689328,0.4075087906588244
2023-01-05 07:00:00,1.433427925987381,7,3,1,0,1.7839391893052974,1.707968637748243,1.7489706458044547,1.5192362405373874,1.6370861063354711,1.7713683687748913,1.6417785843469737,1.4309642920293493,0.40710961346972524
2023-01-05 08:00:00,1.7470013327427834,8,3,1,0,1.433427925987381,1.7839391893052974,1.707968637748243,1.0135574736957709,1.5073601343293008,2.0686240004334544,1.6547894826784872,1.4615244528229745,0.4019093698710736
2023-01-05 09:00:00,1.4506671070694506,9,3,1,0,1.7470013327427834,1.433427925987381,1.7839391893052974,1.18907400543233,1.2704240399817481,1.4230230118833544,1.5436987885998716,1.472424165391188,0.39772470283446376
2023-01-05 10:00:00,1.179389936794971,10,3,1,0,1.4506671070694506,1.7470013327427834,1.433427925987381,0.8050267949575395,0.9401114795644835,1.8356989553119252,1.4590194588690684,1.4880226296344141,0.37722464311674825
2023-01-05 11:00:00,1.276846292564596,11,3,1,0,1.179389936794971,1.4506671070694506,1.7470013327427834,1.0339401470156966,1.4526950702981622,1.4272268310319374,1.3023011121430057,1.498143719032285,0.36764881583886133
2023-01-05 12:00:00,1.5045404231269663,12,3,1,0,1.276846292564596,1.179389936794971,1.4506671070694506,0.9749221491755389,0.9880167826450613,1.394267654481677,1.3202588841621778,1.5202111471135946,0.3503664407573527
2023-01-05 13:00:00,1.1225912406608765,13,3,1,0,1.5045404231269663,1.276846292564596,1.179389936794971,0.48938507618798244,0.9026912731966237,1.1886449442276195,1.301325985450813,1.546594737299965,0.28758331376331353
2023-01-05 14:00:00,1.1948466107490052,14,3,1,0,1.1225912406608765,1.5045404231269663,1.276846292564596,1.2198537051696345,1.4549003286343114,1.6760983528299136,1.2739927581789494,1.545552775032439,0.2888610859289156
2023-01-05 15:00:00,1.298078130176747,15,3,1,0,1.1948466107490052,1.1225912406608765,1.5045404231269663,1.2998001996623978,1.0598319825922393,1.613501747504856,1.2051719938622096,1.5454810221372035,0.2889249916316265
2023-01-05 16:00:00,1.1619467000402817,16,3,1,0,1.298078130176747,1.1948466107490052,1.1225912406608765,1.4298485471977989,1.1151747376725747,1.347508631495286,1.2182904803220114,1.5343184451723069,0.2985998631390026
2023-01-05 17:00:00,1.2896755472481483,17,3,1,0,1.1619467000402817,1.298078130176747,1.1948466107490052,1.0550175385902243,1.0426681334907666,1.413333919114019,1.2499001258217257,1.5440958621997207,0.28579025749188314
2023-01-05 18:00:00,1.057847842944815,18,3,1,0,1.2896755472481483,1.1619467000402817,1.298078130176747,1.1866837342982912,1.5305650504041153,1.2384365981627128,1.1698233634110817,1.5387277000599922,0.29389082078668616
2023-01-05 19:00:00,1.2897226948593958,19,3,1,0,1.057847842944815,1.2896755472481483,1.1619467000402817,1.5437164108384611,1.5069206191038396,1.8865061708274125,1.2124153616841198,1.5281446285608646,0.2982443050372601
2023-01-05 20:00:00,1.4572361668833944,20,3,1,0,1.2897226948593958,1.057847842944815,1.2896755472481483,1.6515976635610767,1.877527809874293,1.9024929094018588,1.268268901562535,1.520046232865961,0.29738393044385314
2023-01-05 21:00:00,1.3952463415911809,21,3,1,0,1.4572361668833944,1.2897226948593958,1.057847842944815,1.4654482013494825,1.7673959254816263,1.5853765988900343,1.3807350677779906,1.5171211553760318,0.29828818644131977
2023-01-05 22:00:00,1.1008224219076523,22,3,1,0,1.3952463415911809,1.4572361668833944,1.2897226948593958,1.8907321926266412,1.6663869496050396,2.066384502994948,1.3177683101274091,1.4842082482627406,0.2988503749036159
2023-01-05 23:00:00,2.034286630162701,23,3,1,0,1.1008224219076523,1.3952463415911809,1.4572361668833944,1.9729512047622364,1.597235955479642,2.385176121438642,1.5101184645538448,1.48676389098776,0.30343865282235355
2023-01-06 00:00:00,2.106597574417294,0,4,1,0,2.034286630162701,1.1008224219076523,1.3952463415911809,2.0285329366083156,1.8209843877578158,2.0439416602179272,1.7472355421625492,1.490016584229801,0.30984930029979046
2023-01-06 01:00:00,2.3880859825391414,1,4,1,0,2.106597574417294,2.034286630162701,1.1008224219076523,1.9052316256697548,1.5905604766525905,1.6948126178745255,2.1763233957063792,1.5101355157660254,0.3509342899231
2023-01-06 02:00:00,1.765402293622952,2,4,1,0,2.3880859825391414,2.106597574417294,2.034286630162701,1.8200455591004892,1.659674372697549,2.028152773422603,2.0866952835264625,1.5078587130377945,0.3490081988192347
2023-01-06 03:00:00,2.1580590583456463,3,4,1,0,1.765402293622952,2.3880859825391414,2.106597574417294,1.693471443959341,1.934968885752417,2.203145211619702,2.10384911150258,1.5272165303038907,0.3718853041045213
2023-01-06 04:00:00,2.238996851614238,4,4,1,0,2.1580590583456463,1.765402293622952,2.3880859825391414,1.7489706458044547,1.889598948462487,2.144994576331371,2.0541527345276123,1.5476342888792984,0.3971814133585481
2023-01-06 05:00:00,2.241710246033744,5,4,1,0,2.238996851614238,2.1580590583456463,1.765402293622952,1.707968637748243,1.5809652769287161,1.6236851829968453,2.2129220519978765,1.5698735225578606,0.4207904081309032
2023-01-06 06:00:00,1.556426382826435,6,4,1,0,2.241710246033744,2.238996851614238,2.1580590583456463,1.7839391893052974,1.9977994367334226,1.4634613937960066,2.012377826824806,1.5603938222879083,0.4183136443896308
2023-01-06 07:00:00,1.2821253001097044,7,4,1,0,1.556426382826435,2.241710246033744,2.238996851614238,1.433427925987381,1.5192362405373874,1.6370861063354711,1.6934206429899612,1.5540895462096718,0.4214387466444815
2023-01-06 08:00:00,1.8034733111665726,8,4,1,0,1.2821253001097044,1.556426382826435,2.241710246033744,1.7470013327427834,1.0135574736957709,1.5073601343293008,1.5473416647009042,1.556442545310663,0.4227183573281832
2023-01-06 09:00:00,1.7716026138465437,9,4,1,0,1.8034733111665726,1.2821253001097044,1.556426382826435,1.4506671070694506,1.18907400543233,1.2704240399817481,1.6190670750409402,1.569814858093042,0.4243000570294315
2023-01-06 10:00:00,1.4531345318861082,10,4,1,0,1.7716026138465437,1.8034733111665726,1.2821253001097044,1.179389936794971,0.8050267949575395,0.9401114795644835,1.6760701522997417,1.5812208828885062,0.4169643256976304
2023-01-06 11:00:00,1.6010830717646078,11,4,1,0,1.4531345318861082,1.7716026138465437,1.8034733111665726,1.276846292564596,1.0339401470156966,1.4526950702981622,1.6086067391657533,1.5947307486885063,0.4118955621503606
2023-01-06 12:00:00,1.6658676277281466,12,4,1,0,1.6010830717646078,1.4531345318861082,1.7716026138465437,1.5045404231269663,0.9749221491755389,0.9880167826450613,1.5733617437929543,1.6014527155468887,0.41167603711786666
2023-01-06 13:00:00,1.332887245934467,13,4,1,0,1.6658676277281466,1.6010830717646078,1.4531345318861082,1.1225912406608765,0.48938507618798244,0.9026912731966237,1.5332793151424073,1.6102150490999552,0.40319113414099195
2023-01-06 14:00:00,1.0986159803806554,14,4,1,0,1.332887245934467,1.6658676277281466,1.6010830717646078,1.1948466107490052,1.2198537051696345,1.4549003286343114,1.3657902846810897,1.606205439501274,0.40795182501309385
2023-01-06 15:00:00,1.5700439222372213,15,4,1,0,1.0986159803806554,1.332887245934467,1.6658676277281466,1.298078130176747,1.2998001996623978,1.0598319825922393,1.333849049517448,1.6175373475037935,0.40276496709126425
2023-01-06 16:00:00,1.5811873478027416,16,4,1,0,1.5700439222372213,1.0986159803806554,1.332887245934467,1.1619467000402817,1.4298485471977989,1.1151747376725747,1.4166157501402061,1.6350057078272295,0.3910680063283403
2023-01-06 17:00:00,1.5694185139188948,17,4,1,0,1.5811873478027416,1.5700439222372213,1.0986159803806554,1.2896755472481483,1.0550175385902243,1.0426681334907666,1.573549927986286,1.6466616647718437,0.3844405509770545
2023-01-06 18:00:00,1.5514396239955996,18,4,1,0,1.5694185139188948,1.5811873478027416,1.5700439222372213,1.057847842944815,1.1866837342982912,1.5305650504041153,1.5673484952390784,1.6672279889822932,0.3642436181945662
2023-01-06 19:00:00,1.7856651462149387,19,4,1,0,1.5514396239955996,1.5694185139188948,1.5811873478027416,1.2897226948593958,1.5437164108384611,1.5069206191038396,1.6355077613764777,1.687892257788774,0.35586742359742346
2023-01-06 20:00:00,1.8931519476963692,20,4,1,0,1.7856651462149387,1.5514396239955996,1.5694185139188948,1.4572361668833944,1.6515976635610767,1.877527809874293,1.7434189059689693,1.7060554153226484,0.35470557503627714
2023-01-06 21:00:00,1.9221913896587222,21,4,1,0,1.8931519476963692,1.7856651462149387,1.5514396239955996,1.3952463415911809,1.4654482013494825,1.7673959254816263,1.8670028278566768,1.7280114589921292,0.3509187868837642
2023-01-06 22:00:00,2.168566791944863,22,4,1,0,1.9221913896587222,1.8931519476963692,1.7856651462149387,1.1008224219076523,1.8907321926266412,1.6663869496050396,1.9946367097666513,1.7725008077436797,0.335282589844903
2023-01-06 23:00:00,2.080227363551747,23,4,1,0,2.168566791944863,1.9221913896587222,1.8931519476963692,2.034286630162701,1.9729512047622364,1.597235955479642,2.056995181718444,1.7744150049682232,0.33696906211536953
2023-01-07 00:00:00,2.1450678649937367,0,5,1,1,2.080227363551747,2.168566791944863,1.9221913896587222,2.106597574417294,2.0285329366083156,1.8209843877578158,2.1312873401634485,1.7760179337422415,0.3387049531088369
2023-01-07 01:00:00,2.594321565165907,1,5,1,1,2.1450678649937367,2.080227363551747,2.168566791944863,2.3880859825391414,1.9052316256697548,1.5905604766525905,2.273205597903797,1.7846110830183566,0.35702912831394307
2023-01-07 02:00:00,2.2417216045611004,2,5,1,1,2.594321565165907,2.1450678649937367,2.080227363551747,1.765402293622952,1.8200455591004892,1.659674372697549,2.3270370115735814,1.8044577209741128,0.3689546383739288
2023-01-07 03:00:00,2.550315901021888,3,5,1,1,2.2417216045611004,2.594321565165907,2.1450678649937367,2.1580590583456463,1.693471443959341,1.934968885752417,2.4621196902496316,1.820801756085623,0.3931916524850054
2023-01-07 04:00:00,2.5664873589045127,4,5,1,1,2.550315901021888,2.2417216045611004,2.594321565165907,2.238996851614238,1.7489706458044547,1.889598948462487,2.4528416214958337,1.8344471938893843,0.4134943176838991
2023-01-07 05:00:00,2.0961886329804122,5,5,1,1,2.5664873589045127,2.550315901021888,2.2417216045611004,2.241710246033744,1.707968637748243,1.5809652769287161,2.404330630968938,1.8283837933454956,0.40829692407853574
2023-01-07 06:00:00,1.866619908764181,6,5,1,1,2.0961886329804122,2.5664873589045127,2.550315901021888,1.556426382826435,1.7839391893052974,1.9977994367334226,2.1764319668830354,1.8413085235929014,0.4042028493442744
2023-01-07 07:00:00,2.2388277898377367,7,5,1,1,1.866619908764181,2.0961886329804122,2.5664873589045127,1.2821253001097044,1.433427925987381,1.5192362405373874,2.0672121105274432,1.8811711273315697,0.3936969556254748
2023-01-07 08:00:00,2.1212812374808587,8,5,1,1,2.2388277898377367,1.866619908764181,2.0961886329804122,1.8034733111665726,1.7470013327427834,1.0135574736957709,2.0755763120275916,1.8944131242613318,0.3963060542580383
2023-01-07 09:00:00,1.8839077190435838,9,5,1,1,2.1212812374808587,2.2388277898377367,1.866619908764181,1.7716026138465437,1.4506671070694506,1.18907400543233,2.08133891545406,1.8990925036445416,0.39545503029299595
2023-01-07 10:00:00,1.6271450591134349,10,5,1,1,1.8839077190435838,2.1212812374808587,2.2388277898377367,1.4531345318861082,1.179389936794971,0.8050267949575395,1.8774446718792923,1.9063429422790135,0.38845641633406935
2023-01-07 11:00:00,1.607880386730289,11,5,1,1,1.6271450591134349,1.8839077190435838,2.1212812374808587,1.6010830717646078,1.276846292564596,1.0339401470156966,1.7063110549624358,1.9066261637359172,0.3882265863131454
2023-01-07 12:00:00,1.643989596776004,12,5,1,1,1.607880386730289,1.6271450591134349,1.8839077190435838,1.6658676277281466,1.5045404231269663,0.9749221491755389,1.6263383475399094,1.905714579112911,0.388841682511104
2023-01-07 13:00:00,1.5232948853458579,13,5,1,1,1.643989596776004,1.607880386730289,1.6271450591134349,1.332887245934467,1.1225912406608765,0.48938507618798244,1.5917216229507167,1.9136482307550524,0.3784495649585917
2023-01-07 14:00:00,1.3134356050239953,14,5,1,1,1.5232948853458579,1.643989596776004,1.607880386730289,1.0986159803806554,1.1948466107490052,1.2198537051696345,1.4935733623819523,1.922599048448525,0.3604470955354368
2023-01-07 15:00:00,1.558477104769161,15,5,1,1,1.3134356050239953,1.5232948853458579,1.643989596776004,1.5700439222372213,1.298078130176747,1.2998001996623978,1.4650691983796713,1.9221170977206892,0.3609463767143087
2023-01-07 16:00:00,1.921285056362517,16,5,1,1,1.558477104769161,1.3134356050239953,1.5232948853458579,1.5811873478027416,1.1619467000402817,1.4298485471977989,1.5977325887185574,1.936287835577346,0.3535804908235411
